subject,trial,choice,rt,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2
0,0,1,10778,2.8,3.8499999999999996,4.0,0.30660011092623407,0.4311702717692734,0.2622296173044925
0,1,2,5682,2.05,1.6,5.05,0.19966015293118097,0.32837723024638915,0.4719626168224299
0,2,0,10289,6.550000000000001,3.4,3.25,0.4214637663742339,0.29347434202619876,0.28506189159956735
0,3,0,7279,5.5,4.6,3.1,0.44272866112336673,0.387578482945868,0.1696928559307653
0,4,2,14064,1.0,1.0,2.05,0.40446160446160445,0.2774774774774775,0.3180609180609181
0,5,0,6956,5.05,5.65,3.6999999999999997,0.47861271676300576,0.28516377649325625,0.23622350674373796
0,6,0,8171,6.550000000000001,6.25,3.4,0.45705794947994055,0.32927191679049034,0.21367013372956908
0,7,1,6078,4.0,3.4,1.0,0.27520805109347785,0.41668279465840913,0.308109154248113
0,8,2,6300,5.65,3.1,6.8500000000000005,0.30069124423963134,0.1923963133640553,0.5069124423963134
0,9,0,10145,6.25,3.8499999999999996,5.35,0.3755295290306504,0.0897084475454772,0.5347620234238725
0,10,1,9694,3.25,6.25,6.550000000000001,0.12355117139334156,0.4971639950678175,0.37928483353884096
0,11,0,6721,3.25,2.6500000000000004,3.1,0.5404300693086902,0.2786564776968189,0.18091345299449085
0,12,0,7705,2.8,1.6,1.0,0.48557844690966717,0.2687797147385103,0.24564183835182252
0,13,0,8825,3.1,3.25,2.05,0.4683789008561171,0.3291908312620823,0.2024302678818006
0,14,0,14510,1.0,1.0,3.4,0.6073434487383687,0.101936457372789,0.2907200938888423
0,15,0,9430,1.9,2.8,1.0,0.4245382585751979,0.3986807387862797,0.17678100263852242
0,16,0,6007,5.05,3.4,3.25,0.5098039215686274,0.19053708439897699,0.29965899403239554
0,17,2,13455,1.0,6.25,3.25,0.2897800776196636,0.3289595268896692,0.38126039549066715
0,18,1,8686,2.05,3.1,2.05,0.1607262047790682,0.527165932452276,0.3121078627686557
0,19,1,8453,1.0,1.75,2.3499999999999996,0.19537723506323593,0.5630178805058875,0.24160488443087658
0,20,1,5462,2.05,5.5,5.05,0.2232018561484919,0.3605568445475638,0.4162412993039443
0,21,0,9856,5.35,1.0,1.0,0.4118476727785614,0.13916314057357781,0.44898918664786086
0,22,1,13399,1.6,3.6999999999999997,1.0,0.22011036174126303,0.41569589209074187,0.3641937461679951
0,23,2,5494,3.4,1.0,6.550000000000001,0.18913196894848272,0.2841684309574218,0.5266996000940956
0,24,2,10219,4.0,3.4,3.4,0.21155705996131527,0.468568665377176,0.3198742746615087
0,25,0,6024,5.8,1.0,1.75,0.4179538840385046,0.31251399149317216,0.26953212446832325
0,26,1,9094,5.5,6.699999999999999,5.5,0.28563714902807774,0.4033477321814255,0.31101511879049676
0,27,2,5930,3.1,2.3499999999999996,6.25,0.27760985817251804,0.35387119274587303,0.3685189490816089
0,28,0,7602,2.8,1.0,1.0,0.49620208443737857,0.29712065006182653,0.2066772655007949
0,29,0,7334,6.25,3.25,2.2,0.3115236169821724,0.2664951295717699,0.4219812534460577
0,30,1,4398,1.0,6.550000000000001,3.4,0.301283880171184,0.41911554921540656,0.2796005706134094
0,31,2,7450,1.9,2.8,5.5,0.36208872155835653,0.2527418562776232,0.3851694221640203
0,32,2,6760,1.0,2.6500000000000004,3.25,0.25066477574898066,0.4180109909590498,0.3313242332919695
0,33,2,7726,3.4,2.95,5.5,0.3543215997355809,0.16526194017517765,0.48041646008924144
0,34,0,6768,3.1,1.6,1.6,0.5408127822160472,0.2962834317471344,0.16290378603681835
0,35,2,12180,1.0,1.0,2.2,0.3914762318002121,0.14752675730402082,0.46099701089576706
0,36,2,10848,1.0,1.0,2.95,0.40712527833118484,0.1542247744052502,0.438649947263565
0,37,0,6225,2.3499999999999996,2.05,1.0,0.4437941473259334,0.3325933400605449,0.2236125126135217
0,38,2,7190,4.0,4.0,5.95,0.19657222805176636,0.4277719482336481,0.3756558237145855
0,39,2,7130,3.4,5.95,6.8500000000000005,0.2706389088298636,0.4192390524048816,0.31012203876525485
0,40,1,8435,1.0,3.1,1.0,0.41570996978851965,0.28308157099697884,0.3012084592145015
0,41,2,8769,2.8,4.75,4.0,0.2320912965763784,0.4155094183968101,0.3523992850268115
0,42,1,16068,6.699999999999999,6.550000000000001,2.3499999999999996,0.2597462871287129,0.5219678217821783,0.21828589108910892
0,43,0,4738,5.5,4.75,4.6,0.43471295060080106,0.2945260347129506,0.27076101468624836
0,44,1,6984,2.05,5.95,6.550000000000001,0.41324724015830033,0.26307019370964385,0.3236825661320558
0,45,0,5342,6.550000000000001,5.5,5.8,0.5252955082742317,0.21607565011820332,0.258628841607565
0,46,1,5105,1.0,5.95,1.0,0.19523326572008112,0.4396551724137931,0.36511156186612576
0,47,2,5942,1.0,1.6,3.4,0.33981281497480204,0.33021358291336694,0.3299736021118311
0,48,1,5269,5.35,6.25,3.8499999999999996,0.3357383357383357,0.4458874458874459,0.2183742183742184
0,49,0,8521,2.95,1.0,1.0,0.4324817518248175,0.44373479318734793,0.12378345498783455
0,50,2,6557,5.5,5.5,6.699999999999999,0.32548423851120395,0.13406760349411317,0.5404481579946828
0,51,1,5583,4.6,5.5,4.75,0.3361261705273534,0.5036964021685559,0.16017742730409068
0,52,0,5595,6.550000000000001,3.25,6.25,0.6018223234624146,0.17312072892938496,0.22505694760820047
0,53,2,4794,1.0,1.0,3.1,0.36795865633074937,0.2904392764857881,0.34160206718346253
0,54,0,5466,4.0,2.8,3.8499999999999996,0.5117516629711751,0.26962305986696233,0.21862527716186253
0,55,1,6118,3.1,3.25,2.6500000000000004,0.24154397134898528,0.5105451651412655,0.2479108635097493
0,56,2,6672,6.550000000000001,2.05,5.95,0.43162970106075216,0.3120540019286403,0.25631629701060754
0,57,2,8731,2.3499999999999996,6.699999999999999,6.550000000000001,0.3432688232801243,0.265291707868343,0.3914394688515327
0,58,0,5036,3.4,4.0,3.4,0.37698783910196443,0.3274087932647334,0.29560336763330214
0,59,2,10216,3.6999999999999997,5.05,5.65,0.1808194094758526,0.1462577248798352,0.6729228656443123
0,60,2,7293,2.3499999999999996,1.0,1.75,0.30716723549488056,0.3606969642536375,0.3321358002514819
0,61,0,6227,6.550000000000001,3.4,1.0,0.488893257322587,0.32710831531354434,0.18399842736386868
0,62,0,5899,5.95,4.0,4.0,0.2985234324844853,0.368499893002354,0.3329766745131607
0,63,2,7225,2.05,3.1,3.25,0.2470607716509356,0.32323232323232326,0.4297069051167412
0,64,2,4531,1.0,1.0,5.95,0.3268882175226586,0.2459214501510574,0.427190332326284
0,65,0,3915,3.4,1.0,1.6,0.4093416697315189,0.2853990437660905,0.3052592865023906
0,66,0,3388,6.25,3.1,2.3499999999999996,0.3518648838845883,0.36523574947220266,0.282899366643209
0,67,1,5383,1.6,3.1,1.6,0.2994388327721661,0.5097643097643098,0.19079685746352412
0,68,0,8869,1.0,2.3499999999999996,2.05,0.477636017011292,0.27951312509165566,0.24285085789705235
0,69,1,4560,1.0,2.8,1.0,0.1464354527938343,0.6249197174052665,0.22864482980089917
0,70,0,8671,2.05,2.05,3.1,0.6310116086235489,0.22084024322830292,0.14814814814814814
0,71,2,7947,1.0,1.6,3.6999999999999997,0.37046467218332274,0.26193507320178233,0.367600254614895
0,72,0,4631,5.5,3.4,2.95,0.37839366515837103,0.3184389140271493,0.3031674208144796
0,73,0,8935,2.05,1.0,1.0,0.3315329218106996,0.408179012345679,0.2602880658436214
0,74,1,6462,1.0,1.9,2.8,0.32510771641206426,0.36936936936936937,0.30552291421856637
0,75,2,7991,4.0,2.8,4.75,0.3431357610848697,0.21819289958860277,0.4386713393265275
0,76,0,13022,2.2,1.0,1.0,0.4278165691639932,0.34025287790149084,0.23193055293451595
0,77,0,6301,5.5,1.9,2.8,0.5736190652133752,0.24755218917421024,0.17882874561241455
0,78,0,6848,3.25,1.0,6.25,0.42613981762917935,0.3578520770010132,0.2160081053698075
0,79,2,5906,5.05,2.05,5.5,0.44607637431808644,0.19555182543013008,0.35837180025178345
0,80,2,7311,3.4,6.550000000000001,6.25,0.2936378466557912,0.3953235454051115,0.3110386079390973
0,81,1,8849,1.0,2.8,1.6,0.3041331640569897,0.2952461560163634,0.4006206799266469
0,82,2,7847,1.0,4.0,3.4,0.38141180254060136,0.32674063354237015,0.2918475639170285
0,83,0,5537,6.8500000000000005,5.65,3.1,0.4392824287028519,0.33670653173873044,0.22401103955841767
0,84,1,4828,1.0,5.35,1.0,0.29853432759064025,0.3615325276420674,0.33993314476729236
0,85,1,6891,3.25,5.05,3.4,0.33570919458303633,0.4444048467569494,0.21988595866001426
0,86,0,4508,5.05,2.05,1.6,0.3573200992555831,0.33188585607940446,0.3107940446650124
0,87,1,8418,5.8,6.550000000000001,5.5,0.2572178477690289,0.5121026538349372,0.23067949839603383
0,88,1,7939,3.4,1.0,1.0,0.2547408343868521,0.5075853350189633,0.23767383059418457
0,89,1,7689,3.25,6.550000000000001,3.4,0.28553279339367954,0.32507543274575196,0.3893917738605685
0,90,1,8825,3.1,5.5,4.6,0.2803970223325062,0.3727598566308244,0.3468431210366694
0,91,0,4381,3.25,1.0,2.6500000000000004,0.47382337387625595,0.26493918561607616,0.2612374405076679
0,92,1,6544,1.75,5.8,1.0,0.3140463666471849,0.38593415156828365,0.30001948178453147
0,93,1,6525,2.2,6.25,3.25,0.2906656163844033,0.35643954312721543,0.35289484048838127
0,94,2,7412,3.4,1.0,6.550000000000001,0.46761998685075606,0.2353714661406969,0.297008547008547
0,95,0,5889,6.8500000000000005,3.4,5.95,0.4245679588977114,0.2559551611396544,0.3194768799626343
0,96,0,5109,5.95,6.550000000000001,2.05,0.48013245033112584,0.3140964995269631,0.20577105014191108
0,97,1,4521,2.6500000000000004,3.25,1.0,0.31929307805596463,0.44035346097201766,0.24035346097201768
0,98,2,5045,2.6500000000000004,3.1,3.25,0.31955079122001023,0.25778458397141396,0.4226646248085758
0,99,1,8698,1.0,2.2,1.0,0.2773290253096392,0.3667205169628433,0.3559504577275175
0,100,1,9035,4.75,4.0,2.8,0.4124916943521595,0.3732890365448505,0.21421926910299002
0,101,1,4682,4.0,5.95,4.0,0.37540021344717184,0.3268409818569904,0.29775880469583776
0,102,1,5390,5.95,6.8500000000000005,3.4,0.29979777553083925,0.3710819009100101,0.32912032355915066
0,103,1,4186,1.6,5.05,2.05,0.29826224328594,0.4679304897314376,0.23380726698262244
0,104,1,5611,6.25,6.550000000000001,3.25,0.30355173174498123,0.46348996249724245,0.23295830575777632
0,105,1,5715,6.25,3.25,1.0,0.38720882713526766,0.4268492031058439,0.18594196975888844
0,106,2,4319,3.4,3.25,6.550000000000001,0.22934648581997533,0.26942046855733665,0.501233045622688
0,107,2,6843,3.8499999999999996,5.35,6.25,0.2876638534745915,0.32465433650565634,0.3876818100197522
0,108,2,5368,6.25,3.4,6.550000000000001,0.3595555555555556,0.1831111111111111,0.4573333333333333
0,109,0,6171,3.1,1.0,1.0,0.43133004926108376,0.2025615763546798,0.36610837438423643
0,110,1,8172,1.0,2.95,1.0,0.3065724992793312,0.28293456327471894,0.41049293744594983
0,111,0,5199,3.4,1.0,4.0,0.4671317413469278,0.2532868258653072,0.279581432787765
0,112,0,4287,6.550000000000001,3.4,1.0,0.3766021270793564,0.3010635396782111,0.3223343332424325
0,113,0,7430,3.1,2.05,2.05,0.3943048576214405,0.34003350083752093,0.26566164154103855
0,114,2,5319,1.0,1.75,5.8,0.1552734375,0.25537109375,0.58935546875
0,115,0,7734,4.6,3.1,5.5,0.4296404750284692,0.24206930209858468,0.3282902228729462
0,116,2,8560,3.25,2.2,6.25,0.5004377006127808,0.10971695360373504,0.3898453457834841
0,117,2,6938,1.0,3.4,1.0,0.21518324607329842,0.4055846422338569,0.37923211169284465
0,118,1,4653,3.1,6.8500000000000005,5.65,0.3405590416428979,0.25442099258414147,0.4050199657729606
0,119,2,7002,1.6,1.0,2.8,0.3354441831011399,0.19648995838610459,0.46806585851275556
0,120,1,8073,2.05,1.0,2.3499999999999996,0.3088279602289846,0.3552274781560711,0.33594456161494424
0,121,0,4569,3.25,2.05,3.1,0.42981738893431454,0.3101662578359226,0.26001635322976285
0,122,1,4716,2.3499999999999996,6.25,3.1,0.3254637436762226,0.3946037099494098,0.2799325463743676
0,123,2,6181,1.0,1.0,2.8,0.3678115799803729,0.35956820412168794,0.27262021589793917
0,124,1,4028,2.95,5.5,3.4,0.37542662116040953,0.3774744027303754,0.24709897610921502
0,125,0,3615,5.5,5.05,2.05,0.39222849551643973,0.2650282298239787,0.34274327465958154
0,126,0,4370,6.699999999999999,5.5,5.5,0.43336623889437315,0.28627838104639686,0.28035538005923
0,127,2,9269,5.65,3.6999999999999997,5.05,0.2413984461709212,0.3404550499445061,0.4181465038845727
0,128,2,6337,1.0,1.0,5.35,0.30988347000431593,0.2930513595166163,0.39706517047906775
0,129,1,10801,3.6999999999999997,1.0,1.6,0.3295506128007263,0.48842487517022243,0.1820245120290513
0,130,2,4986,1.6,1.6,3.1,0.3682364729458918,0.1968937875751503,0.4348697394789579
0,131,0,7988,1.75,2.3499999999999996,1.0,0.37913409500901984,0.39927841250751656,0.22158749248346363
0,132,2,7311,1.0,2.05,1.0,0.3066845817937521,0.31642593214645615,0.3768894860597917
0,133,1,5653,3.4,3.4,4.0,0.409963436928702,0.25594149908592323,0.33409506398537475
