,mean,sd,hpd0.95_lower,hpd0.95_upper,effective_n,gelman_rubin
1|dataset[folke2016],0.16663241189801814,5.072312025948138,-11.339485204624882,10.867364881557574,886,1.0013463168167775
1|dataset[krajbich2010],-1.116981157894444,5.296911816134803,-14.456351701263639,9.291817635352253,642,1.0034463052370453
1|dataset[krajbich2011],-0.1276528703600521,5.045153817333223,-9.70400291273379,12.02974279815684,1261,1.000523328966732
1|dataset[tavares2017],0.8755679818230938,5.13918562228121,-9.706012692594792,13.275673292759691,1384,1.0000446147117497
1|dataset_sd,5.357496471789125,5.6227178733144605,0.0006509851781543409,16.80809603174364,1163,1.0009413638768287
Intercept,84.51985024955735,9.61594672785478,65.61237271376781,103.65362379291979,1876,1.0000146204252667
best_chosen,-0.7841305094179466,0.13191247832894804,-1.0462544948130226,-0.5162979070030264,580,1.0019903124423655
best_chosen|dataset[folke2016],0.009870185990746511,0.07016392446029732,-0.1323753748146614,0.18037060154930062,1283,1.0006493841654789
best_chosen|dataset[krajbich2010],-0.01006046550771897,0.06183833999835392,-0.155937056317521,0.11922443374135179,1034,1.0005266372395458
best_chosen|dataset[krajbich2011],-0.04164126450873792,0.08116462275776731,-0.22830949655315302,0.09919900143944178,308,1.0016729995329277
best_chosen|dataset[tavares2017],0.014377563582445529,0.06814517341873241,-0.1270168918656823,0.17149316022425426,353,1.004508431465211
best_chosen|dataset_sd,0.080208772506104,0.07971188136056519,9.620527268288803e-05,0.25250406295646116,556,1.0016729066653622
gaze_influence_sd,12.00631164251116,0.8092249063453733,10.471674163310349,13.635994882870358,11625,0.9999816798712498
